term,valence,arousal,dominance
reimbursable,0.808,0.166,0.618
reimburse,0.68,0.418,0.526
reimbursement,0.652,0.61,0.566
rein,0.5,0.356,0.438
rein-in,0.366,0.424,0.484
reincarnate,0.766,0.5,0.604
reincarnation,0.786,0.746,0.676
reincorporate,0.75,0.834,0.87
reincorporation,0.694,0.834,0.79
reindeer,0.592,0.336,0.396
reinforce,0.604,0.582,0.76
reinforced,0.834,0.834,0.834
reinforcement,0.728,0.702,0.902
reinforcements,0.646,0.718,0.874
reinfusion,0.75,0.684,0.574
reinitialize,0.57,0.834,0.642
reinitiate,0.556,0.944,0.808
reinjure,0.11,0.834,0.26
reins,0.48,0.448,0.544
reinsert,0.5,0.834,0.594
reinsertion,0.5,0.796,0.604
reinstall,0.458,0.5,0.744
reinstallation,0.666,0.778,0.784
reinstate,0.76,0.55,0.596
reinstated,0.834,0.79,0.808
reinstatement,0.728,0.52,0.706
reinstitute,0.814,0.834,0.926
reinstitution,0.778,0.784,0.834
reinstruct,0.834,0.834,0.834
reinstruction,0.762,0.79,0.648
reinsurance,0.834,0.5,0.804
reinsure,0.812,0.702,0.684
reinsurer,0.76,0.262,0.98
reintegrate,0.714,0.834,0.812
reintegration,0.856,0.374,0.79
reinterpret,0.5,0.812,0.834
reinterpretation,0.624,0.834,0.796
reintroduce,0.812,0.708,0.708
reintroduction,0.666,0.834,0.666
reinvade,0.166,1.0,0.916
reinvasion,0.166,0.874,0.88
reinvent,0.874,0.834,0.87
reinvention,0.834,0.834,0.834
reinvest,0.69,0.73,0.76
reinvestigate,0.57,0.77,0.714
reinvestigation,0.352,0.808,0.808
reinvestment,0.582,0.622,0.782
reinvigorate,1.0,1.0,0.87
reinvigoration,0.978,0.966,0.834
reissue,0.574,0.762,0.708
reiterate,0.422,0.45,0.654
reiterated,0.694,0.762,0.804
reiteration,0.5,0.796,0.646
reiterative,0.404,0.666,0.634
reject,0.06,0.646,0.37
rejected,0.102,0.48,0.25
rejecter,0.166,0.834,0.814
rejection,0.08,0.704,0.33
rejects,0.082,0.636,0.422
rejoice,0.826,0.65,0.698
rejoice-in,0.582,0.562,0.464
rejoicing,0.81,0.636,0.592
rejoin,0.654,0.548,0.556
rejuvenate,0.776,0.588,0.766
rejuvenated,0.808,0.672,0.7
rejuvenation,1.0,0.834,0.808
rejuvenator,0.976,0.834,0.796
rekindle,0.656,0.52,0.788
relapse,0.172,0.46,0.302
relatable,0.714,0.438,0.392
relate,0.652,0.5,0.622
relate-to,0.65,0.348,0.556
related,0.676,0.364,0.518
related-to,0.606,0.44,0.534
relatedness,0.86,0.208,0.482
relating-to,0.614,0.42,0.5
relation,0.856,0.604,0.624
relational,0.834,0.25,0.61
relationally,0.69,0.5,0.638
relationship,0.866,0.566,0.588
relative,0.5,0.378,0.386
relative-to,0.532,0.572,0.566
relatively,0.5,0.208,0.5
relativism,0.482,0.5,0.61
relativist,0.5,0.834,0.618
relativistic,0.5,0.548,0.63
relativity,0.594,0.392,0.614
relator,0.79,0.834,0.722
relax,0.926,0.25,0.374
relaxant,0.878,0.034,0.436
relaxation,0.872,0.238,0.38
relaxed,0.864,0.044,0.404
relaxer,0.834,0.104,0.278
relaxing,0.854,0.156,0.474
relay,0.738,0.542,0.542
relearn,0.834,0.834,0.75
releasable,0.852,0.634,0.778
release,0.74,0.606,0.74
released,0.844,0.49,0.65
releaser,0.834,0.834,0.796
relegate,0.166,0.188,0.722
relegation,0.374,0.5,0.434
relent,0.728,0.204,0.292
relentless,0.332,0.712,0.904
relentlessly,0.166,0.874,0.98
relentlessness,0.366,1.0,1.0
relevance,0.71,0.598,0.79
relevancy,0.724,0.48,0.672
relevant,0.718,0.608,0.764
relevantly,0.52,0.6,0.688
reliability,0.916,0.38,0.696
reliable,0.912,0.24,0.874
reliably,0.834,0.238,0.722
reliance,0.844,0.43,0.852
reliant,0.63,0.194,0.188
reliantly,0.834,0.166,0.642
relic,0.646,0.452,0.59
relicense,0.796,0.834,0.604
relics,0.718,0.58,0.578
relief,0.844,0.278,0.48
relief-pitcher,0.6,0.656,0.5
relievable,0.666,0.166,0.52
relieve,0.812,0.182,0.536
relieved,0.896,0.314,0.39
reliever,0.834,0.778,0.642
relieving,0.74,0.254,0.454
relight,0.56,0.588,0.518
religion,0.646,0.32,0.754
religionist,0.478,0.556,0.648
religious,0.74,0.238,0.696
religious-belief,0.638,0.556,0.6
religious-person,0.616,0.444,0.62
religious-right,0.656,0.62,0.566
religiously,0.834,0.208,0.482
religiousness,0.666,0.238,0.684
relinquish,0.264,0.606,0.286
relinquishment,0.188,0.166,0.11
relish,0.854,0.61,0.632
relive,0.75,0.65,0.692
reload,0.562,0.61,0.57
relocate,0.5,0.594,0.64
relocation,0.396,0.5,0.474
relock,0.5,0.222,0.714
reluctance,0.24,0.606,0.372
reluctant,0.292,0.63,0.432
reluctantly,0.194,0.166,0.148
rely,0.812,0.428,0.616
rely-on,0.5,0.45,0.5
remade,0.808,0.814,0.536
remain,0.708,0.364,0.73
remainder,0.398,0.356,0.324
remaining,0.448,0.29,0.296
remains,0.61,0.24,0.564
remake,0.582,0.488,0.642
remand,0.244,0.446,0.318
remanufacture,0.77,0.79,0.666
remap,0.834,0.834,0.74
remark,0.56,0.324,0.716
remarkable,0.88,0.572,0.72
remarkableness,0.944,0.75,0.938
remarkably,0.688,0.618,0.868
remarket,0.834,0.834,0.594
remarriage,0.834,0.834,0.524
remarried,0.69,0.5,0.5
remarry,0.652,0.79,0.54
rematch,0.468,0.798,0.626
rematerialize,0.63,0.804,0.76
remediable,0.904,0.624,0.808
remedial,0.368,0.418,0.508
remedially,0.666,0.524,0.332
remediate,0.834,0.834,0.75
remediation,0.834,0.834,0.722
remedy,0.624,0.282,0.49
remember,0.776,0.422,0.454
remembered,0.86,0.248,0.574
remembering,0.534,0.386,0.508
remembrance,0.812,0.25,0.518
remembrance-day,0.542,0.522,0.612
rememorize,0.714,0.812,0.648
remilitarization,0.166,0.834,1.0
remilitarize,0.166,0.952,0.938
remind,0.72,0.414,0.562
remind-of,0.448,0.39,0.5
reminder,0.552,0.422,0.588
remindful,0.666,0.404,0.594
reminisce,0.902,0.49,0.362
reminiscence,0.856,0.166,0.388
reminiscent,0.5,0.48,0.61
reminiscent-of,0.482,0.524,0.5
reminiscently,0.812,0.166,0.388
reminiscing,0.688,0.43,0.418
remiss,0.19,0.65,0.324
remissible,0.666,0.166,0.396
remission,0.418,0.33,0.518
remissive,0.166,0.166,0.2
remit,0.51,0.508,0.472
remittable,0.52,0.24,0.604
remittal,0.666,0.208,0.536
remittance,0.684,0.478,0.454
remittent,0.166,0.352,0.404
remitter,0.528,0.834,0.796
remix,0.632,0.57,0.534
remnant,0.366,0.312,0.388
remobilization,0.834,0.896,0.728
remobilize,0.834,0.906,0.834
remodel,0.604,0.646,0.692
remodeler,0.808,0.834,0.814
remold,0.834,0.834,0.874
remonstrate,0.166,0.834,0.722
remonstration,0.188,0.834,0.75
remonstrative,0.312,0.854,0.728
remorse,0.102,0.672,0.376
remorseful,0.346,0.428,0.25
remorsefully,0.166,0.166,0.124
remorsefulness,0.166,0.204,0.292
remorseless,0.04,0.834,0.962
remorselessly,0.0,0.834,0.854
remorselessness,0.0,0.166,0.618
remortgage,0.208,0.834,0.778
remote,0.458,0.332,0.476
remote-control,0.442,0.576,0.644
remotely,0.5,0.228,0.404
remoteness,0.322,0.51,0.338
remount,0.548,0.834,0.784
removability,0.52,0.166,0.618
removable,0.5,0.438,0.63
removal,0.244,0.54,0.368
remove,0.292,0.538,0.472
removed,0.142,0.166,0.278
remover,0.336,0.442,0.526
remunerable,0.834,0.458,0.666
remunerate,0.834,0.814,0.814
remuneration,0.792,0.76,0.606
remunerative,0.976,0.5,0.796
renaissance,0.77,0.67,0.766
renal,0.3,0.48,0.414
rename,0.536,0.812,0.646
rencontre,0.51,0.452,0.462
rend,0.428,0.422,0.384
render,0.54,0.394,0.448
renderer,0.5,0.76,0.708
rendering,0.53,0.434,0.666
rendezvous,0.75,0.49,0.658
rendition,0.416,0.36,0.398
renegade,0.14,0.64,0.508
renege,0.166,0.778,0.214
renegotiable,0.728,0.834,0.812
renegotiate,0.58,0.702,0.708
renegotiation,0.5,0.75,0.784
renew,0.868,0.48,0.712
renewability,0.952,0.556,0.684
renewable,0.854,0.5,0.738
renewable-energy,0.726,0.586,0.722
renewably,0.834,0.374,0.69
renewal,0.77,0.71,0.672
renoir,0.812,0.166,0.688
renormalize,0.69,0.834,0.61
renounce,0.156,0.49,0.552
renounceable,0.292,0.388,0.482
renouncement,0.166,0.228,0.166
renovate,0.878,0.548,0.754
renovated,0.782,0.406,0.656
renovation,0.816,0.59,0.778
renovator,0.834,0.834,0.808
renown,0.692,0.474,0.692
renowned,0.844,0.48,0.696
rent,0.344,0.428,0.446
rent-control,0.362,0.5,0.552
rent-out,0.242,0.404,0.292
rentability,0.916,0.5,0.61
rentable,0.714,0.5,0.63
rental,0.51,0.37,0.308
renter,0.59,0.3,0.37
renumber,0.476,0.778,0.61
renunciation,0.26,0.578,0.336
reoccupation,0.222,0.396,0.76
reoccupy,0.452,0.834,0.76
reoccur,0.5,0.166,0.5
reoccurrence,0.332,0.79,0.5
reoccurring,0.5,0.834,0.52
reoffend,0.0,0.952,0.57
reoffer,0.666,0.79,0.642
reopen,0.656,0.528,0.568
reorder,0.548,0.834,0.722
reorganization,0.622,0.586,0.754
reorganize,0.666,0.59,0.722
reorganizer,0.708,0.834,0.79
reorient,0.524,0.812,0.79
reorientation,0.762,0.834,0.784
rep,0.52,0.51,0.64
repack,0.5,0.834,0.646
repackage,0.5,0.79,0.722
repaint,0.622,0.382,0.308
repair,0.582,0.46,0.588
repair-shop,0.448,0.544,0.51
repairable,0.77,0.312,0.624
repairer,0.714,0.834,0.762
repairman,0.582,0.426,0.706
repairment,0.834,0.834,0.666
repaper,0.5,0.834,0.5
reparability,0.834,0.166,0.666
reparable,0.812,0.166,0.624
reparably,0.834,0.5,0.214
reparation,0.53,0.614,0.732
reparative,0.834,0.76,0.574
reparatory,0.804,0.77,0.592
repartee,0.834,0.834,0.796
repartition,0.5,0.708,0.708
repast,0.808,0.184,0.5
repatriate,0.834,0.854,0.808
repatriation,0.834,0.25,0.778
repave,0.778,0.79,0.648
repay,0.468,0.632,0.592
repayable,0.834,0.25,0.566
repayment,0.478,0.49,0.474
repeal,0.26,0.48,0.482
repeat,0.49,0.528,0.552
repeat-offender,0.296,0.554,0.452
repeat-on,0.402,0.478,0.466
repeatability,0.944,0.204,0.784
repeatable,0.778,0.5,0.708
repeated,0.428,0.472,0.314
repeatedly,0.478,0.574,0.5
repeater,0.478,0.426,0.43
repel,0.224,0.62,0.44
repellant,0.292,0.62,0.426
repellence,0.166,0.166,0.312
repellency,0.166,0.19,0.722
repellent,0.286,0.5,0.49
repellently,0.054,0.27,0.24
repelling,0.184,0.632,0.428
repent,0.448,0.422,0.386
repentance,0.416,0.604,0.324
repentant,0.326,0.5,0.2
repentantly,0.728,0.184,0.25
repercussion,0.184,0.728,0.812
repercussions,0.166,0.834,0.812
repercussive,0.222,0.834,0.79
repertoire,0.632,0.594,0.666
repertory,0.562,0.472,0.528
repetition,0.374,0.518,0.396
repetitious,0.166,0.738,0.296
repetitiously,0.188,0.814,0.188
repetitiousness,0.166,0.184,0.208
repetitive,0.32,0.438,0.362
repetitively,0.166,0.722,0.404
repetitiveness,0.166,0.166,0.332
rephrase,0.546,0.45,0.548
replace,0.416,0.52,0.5
replaceable,0.332,0.19,0.204
replaced,0.314,0.708,0.228
replacement,0.384,0.518,0.5
replacer,0.5,0.834,0.784
replant,0.834,0.834,0.762
replay,0.612,0.522,0.76
replenish,0.614,0.336,0.688
replenishment,0.834,0.834,0.714
replete,0.552,0.496,0.67
repletion,0.702,0.166,0.5
replica,0.48,0.52,0.492
replicable,0.86,0.5,0.808
replicant,0.472,0.666,0.688
replicate,0.48,0.63,0.584
replicated,0.834,0.79,0.75
replication,0.342,0.618,0.51
replicator,0.5,0.814,0.69
replied,0.684,0.814,0.584
replier,0.5,0.79,0.61
reply,0.762,0.29,0.596
repo,0.166,0.804,0.708
repopulate,0.812,0.834,0.808
repopulation,0.834,0.834,0.69
report,0.582,0.444,0.574
report-back,0.5,0.476,0.382
report-card,0.452,0.466,0.482
report-in,0.566,0.476,0.378
report-to,0.448,0.506,0.354
reportable,0.5,0.708,0.624
reported,0.418,0.442,0.566
reportedly,0.5,0.5,0.536
reporter,0.53,0.55,0.604
repose,0.468,0.1,0.33
reposed,0.834,0.0,0.238
reposeful,0.834,0.0,0.25
reposit,0.5,0.166,0.694
reposition,0.408,0.528,0.508
repository,0.406,0.396,0.5
repossess,0.418,0.666,0.552
repossession,0.166,0.784,0.208
repost,0.442,0.454,0.338
repower,0.812,0.834,0.98
reprehend,0.166,0.834,0.98
reprehensibility,0.0,0.166,0.356
reprehensible,0.316,0.568,0.35
reprehensibly,0.0,0.834,0.222
reprehension,0.194,0.228,0.784
reprehensive,0.066,0.166,0.24
reprehensively,0.018,0.604,0.292
represent,0.78,0.432,0.86
representable,0.814,0.208,0.69
representation,0.676,0.542,0.75
representational,0.5,0.5,0.624
representative,0.704,0.366,0.694
representative-democracy,0.632,0.69,0.66
representatively,0.834,0.166,0.8
representativeness,0.834,0.5,0.784
represented,0.724,0.444,0.688
representing,0.796,0.464,0.832
repress,0.208,0.612,0.536
repressed,0.178,0.336,0.31
repressible,0.188,0.166,0.208
repression,0.214,0.764,0.48
repressive,0.166,0.57,0.778
repressively,0.166,0.188,0.702
repressiveness,0.062,0.166,0.646
repressor,0.166,0.166,0.874
reprieve,0.53,0.47,0.574
reprimand,0.152,0.528,0.464
reprint,0.51,0.448,0.526
reprisal,0.124,0.788,0.544
reprise,0.458,0.5,0.464
reproach,0.24,0.754,0.384
reproachable,0.0,0.166,0.2
reproachful,0.166,0.184,0.214
reproachfully,0.166,0.278,0.228
reprobate,0.13,0.834,0.222
reprobation,0.054,0.37,0.296
reprocess,0.528,0.834,0.594
reproduce,0.822,0.622,0.76
reproducer,0.79,0.834,0.666
reproducibility,0.88,0.222,0.814
reproducible,0.854,0.214,0.87
reproduction,0.8,0.736,0.712
reproductive,0.77,0.604,0.856
reproductively,0.534,0.784,0.75
reprogram,0.518,0.404,0.556
reproof,0.166,0.312,0.574
reprove,0.166,0.834,0.292
reptile,0.35,0.566,0.364
reptilian,0.25,0.584,0.928
republic,0.634,0.34,0.83
republican,0.398,0.55,0.664
republican-party,0.556,0.64,0.8
republicanism,0.5,0.814,0.834
republication,0.702,0.834,0.684
republish,0.694,0.834,0.688
repudiate,0.19,0.812,0.904
repudiation,0.166,0.686,0.274
repudiator,0.166,0.834,0.714
repugnance,0.062,0.684,0.424
repugnancy,0.0,0.036,0.184
repugnant,0.06,0.734,0.452
repugnantly,0.0,0.778,0.084
repulse,0.166,0.958,0.79
repulsion,0.246,0.672,0.352
repulsive,0.146,0.774,0.424
repulsively,0.0,0.86,0.278
repulsiveness,0.0,0.314,0.166
repurchase,0.53,0.592,0.556
repurpose,0.834,0.834,0.808
reputability,0.932,0.292,0.834
reputable,0.78,0.462,0.918
reputably,0.944,0.5,0.714
reputation,0.74,0.542,0.72
reputational,0.722,0.166,0.808
repute,0.728,0.5,0.702
reputed,0.438,0.528,0.626
reputedly,0.5,0.5,0.708
requalification,0.834,0.834,0.708
request,0.624,0.47,0.618
requester,0.5,0.834,0.666
requestor,0.604,0.834,0.476
requiem,0.474,0.382,0.426
require,0.398,0.438,0.56
required,0.582,0.508,0.7
requirement,0.51,0.438,0.728
requisite,0.448,0.362,0.608
requisitely,0.5,0.238,0.666
requisition,0.478,0.51,0.648
requital,0.834,0.666,0.812
requite,0.778,0.666,0.666
reread,0.448,0.376,0.492
rerecord,0.69,0.834,0.63
reregister,0.5,0.738,0.5
reregulate,0.292,0.834,0.77
rerelease,0.812,0.834,0.562
reroll,0.584,0.814,0.462
reroof,0.562,0.834,0.648
reroute,0.54,0.598,0.598
rerun,0.332,0.62,0.528
resale,0.812,0.432,0.63
resample,0.5,0.784,0.728
rescale,0.5,0.834,0.722
reschedule,0.438,0.422,0.536
rescind,0.346,0.38,0.39
rescindable,0.166,0.24,0.374
rescission,0.332,0.528,0.36
rescore,0.5,0.814,0.784
rescrub,0.208,0.834,0.374
rescue,0.806,0.808,0.85
rescue-dog,0.838,0.636,0.516
rescued,1.0,0.778,0.092
rescuer,0.98,0.962,0.962
reseal,0.57,0.834,0.648
research,0.632,0.662,0.74
research-paper,0.57,0.484,0.66
research-project,0.638,0.608,0.7
research-team,0.708,0.578,0.766
researcher,0.568,0.51,0.856
researchers,0.834,0.76,0.77
reseat,0.5,0.76,0.518
resection,0.374,0.482,0.5
reseed,0.834,0.834,0.566
reselect,0.5,0.79,0.684
reselection,0.5,0.796,0.61
resell,0.7,0.834,0.784
reseller,0.5,0.804,0.778
resemblance,0.742,0.216,0.57
resemble,0.602,0.388,0.462
resembling,0.592,0.25,0.528
resend,0.5,0.812,0.722
resent,0.102,0.552,0.162
resentful,0.12,0.608,0.324
resentfully,0.0,0.708,0.25
resentment,0.162,0.744,0.528
reservation,0.688,0.342,0.56
reservationist,0.5,0.834,0.618
reserve,0.584,0.288,0.588
reserve-currency,0.594,0.456,0.774
reserved,0.594,0.316,0.582
reservedly,0.332,0.194,0.188
reserves,0.652,0.362,0.52
reservist,0.5,0.778,0.79
reservoir,0.53,0.276,0.462
reset,0.49,0.45,0.574
reset-button,0.5,0.412,0.55
resettable,0.834,0.332,0.75
resettle,0.666,0.834,0.584
resettlement,0.482,0.834,0.426
reshape,0.75,0.834,0.79
reshipment,0.518,0.834,0.562
reshoot,0.332,0.834,0.38
reshuffle,0.5,0.834,0.75
reside,0.45,0.44,0.454
reside-in,0.588,0.38,0.4
residence,0.614,0.382,0.584
residences,0.618,0.418,0.508
residency,0.694,0.356,0.678
resident,0.592,0.326,0.5
residential,0.72,0.21,0.588
residential-area,0.654,0.5,0.756
residentially,0.834,0.204,0.5
residual,0.448,0.288,0.326
residuary,0.472,0.0,0.648
residue,0.354,0.33,0.182
resign,0.25,0.542,0.272
resignation,0.144,0.392,0.31
resigned,0.24,0.17,0.268
resigned-to,0.338,0.432,0.378
resignedly,0.312,0.046,0.166
resilience,0.53,0.44,0.666
resiliency,1.0,0.332,0.896
resilient,0.542,0.54,0.8
resin,0.284,0.308,0.4
resinate,0.5,0.728,0.466
resinous,0.5,0.214,0.388
resist,0.414,0.676,0.65
resistance,0.426,0.694,0.796
resistant,0.592,0.584,0.814
resistant-to,0.484,0.372,0.566
resister,0.332,0.852,0.834
resistibility,0.36,0.166,0.556
resistible,0.332,0.208,0.37
resistibly,0.834,0.562,0.556
resisting,0.408,0.776,0.788
resisting-arrest,0.1,0.726,0.362
resistive,0.396,0.518,0.65
resistively,0.166,0.166,0.308
resistivity,0.332,0.0,0.79
resistor,0.5,0.784,0.666
resize,0.5,0.834,0.684
resole,0.642,0.834,0.57
resoluble,0.762,0.054,0.702
resolute,0.77,0.51,0.712
resolutely,0.774,0.452,0.892
resoluteness,0.952,0.834,0.874
resolution,0.756,0.55,0.744
resolvability,0.804,0.166,0.624
resolvable,0.75,0.208,0.77
resolve,0.71,0.472,0.75
resolved,0.734,0.356,0.682
resolvedly,0.762,0.834,0.888
resolvent,0.75,0.5,0.808
resolver,0.812,0.834,0.938
resonance,0.54,0.426,0.628
resonant,0.542,0.632,0.662
resonantly,0.834,0.684,0.604
resonate,0.582,0.61,0.644
resonate-with,0.55,0.56,0.596
resonator,0.468,0.608,0.518
resort,0.572,0.44,0.632
resort-to,0.382,0.516,0.548
resound,0.856,0.834,0.834
resounding,0.49,0.708,0.596
resource,0.74,0.356,0.748
resourceful,0.906,0.704,0.886
resourcefully,1.0,0.834,0.906
resourcefulness,1.0,0.814,1.0
resources,0.604,0.348,0.626
respect,0.964,0.254,0.796
respectability,0.874,0.406,0.912
respectable,0.85,0.35,0.888
respectably,0.834,0.166,0.738
respected,0.908,0.44,0.852
respectful,0.95,0.386,0.814
respectfully,0.854,0.222,0.574
respectfulness,1.0,0.222,0.79
respecting,0.836,0.32,0.72
respective,0.624,0.412,0.72
respectively,0.5,0.458,0.5
respects,0.84,0.386,0.824
respectworthy,1.0,0.222,0.962
respiration,0.76,0.376,0.668
respirator,0.432,0.398,0.452
respiratory,0.5,0.45,0.552
respire,0.574,0.734,0.5
respite,0.6,0.372,0.42
resplendence,1.0,0.074,0.916
resplendency,1.0,0.11,0.852
resplendent,0.952,0.672,0.784
resplendently,1.0,0.432,0.834
respond,0.572,0.434,0.594
respondent,0.448,0.454,0.48
responder,0.834,0.856,0.646
response,0.614,0.5,0.472
response-time,0.438,0.536,0.6
responsibilities,0.834,0.834,0.87
responsibility,0.76,0.5,0.852
responsible,0.836,0.526,0.832
responsible-for,0.582,0.662,0.676
responsibly,1.0,0.604,0.796
responsive,0.816,0.568,0.572
responsively,0.834,0.834,0.738
responsiveness,0.834,0.834,0.804
rest,0.906,0.166,0.3
rest-assured,0.588,0.372,0.582
rest-day,0.632,0.258,0.396
rest-on,0.542,0.238,0.39
rest-stop,0.336,0.26,0.326
rest-up,0.532,0.262,0.266
rest-with,0.466,0.356,0.332
restack,0.5,0.834,0.77
restart,0.53,0.518,0.554
restate,0.5,0.784,0.648
restatement,0.5,0.208,0.684
restaurant,0.772,0.406,0.5
restaurateur,0.5,0.834,0.852
rested,0.792,0.234,0.462
restful,0.78,0.116,0.412
restfully,0.896,0.0,0.304
restfulness,1.0,0.0,0.3
resting-place,0.55,0.3,0.482
restitute,0.834,0.834,0.784
restitution,0.582,0.542,0.642
restive,0.166,0.944,0.24
restless,0.218,0.81,0.304
restlessly,0.166,1.0,0.332
restlessness,0.082,0.794,0.396
restock,0.51,0.538,0.644
restorable,0.808,0.166,0.562
restoration,0.754,0.426,0.734
restorative,0.632,0.51,0.702
restorative-justice,0.634,0.622,0.552
restoratively,0.916,0.146,0.562
restore,0.764,0.49,0.624
restored,0.892,0.41,0.728
restorer,0.834,0.332,0.76
restoring,0.82,0.49,0.782
restrain,0.134,0.696,0.434
restrained,0.354,0.59,0.508
restrainer,0.416,0.166,0.874
restraining,0.296,0.702,0.672
restraining-order,0.19,0.678,0.676
restraint,0.166,0.618,0.52
restrict,0.114,0.538,0.576
restricted,0.276,0.5,0.406
restrictedly,0.228,0.188,0.166
restrictedness,0.188,0.0,0.208
restriction,0.13,0.59,0.568
restrictive,0.214,0.596,0.5
restrictively,0.166,0.19,0.462
restrictiveness,0.188,0.194,0.25
restring,0.834,0.812,0.624
restroom,0.652,0.278,0.266
restructure,0.75,0.834,0.888
restyle,0.834,0.804,0.666
resubmission,0.352,0.784,0.24
resubmit,0.332,0.778,0.312
result,0.812,0.49,0.652
result-in,0.532,0.484,0.564
resultant,0.67,0.44,0.636
resume,0.572,0.41,0.586
resumption,0.636,0.528,0.652
resupply,0.75,0.812,0.728
resurface,0.834,0.812,0.728
resurge,0.834,1.0,0.79
resurgence,0.834,0.88,0.738
resurgent,0.852,0.834,0.852
resurrect,0.78,0.724,0.816
resurrected,0.854,0.834,0.77
resurrection,0.708,0.74,0.758
resurvey,0.542,0.814,0.63
resuscitate,0.53,0.696,0.818
resuscitation,0.752,0.822,0.794
resuscitative,0.834,0.888,0.978
resuscitator,0.834,0.866,0.958
retail,0.51,0.352,0.41
retail-price,0.448,0.53,0.452
retail-store,0.596,0.426,0.6
retail-therapy,0.542,0.516,0.552
retailer,0.708,0.438,0.594
retain,0.366,0.45,0.63
retainable,0.814,0.188,0.646
retainer,0.396,0.422,0.356
retaining,0.416,0.558,0.632
retake,0.616,0.47,0.59
retaliate,0.11,0.812,0.594
retaliation,0.156,0.812,0.49
retaliative,0.166,0.834,0.812
retaliator,0.166,0.834,1.0
retaliatory,0.194,0.864,0.598
retard,0.194,0.346,0.222
retardant,0.666,0.24,0.604
retardation,0.124,0.36,0.154
retarded,0.302,0.462,0.16
retards,0.362,0.434,0.218
retch,0.0,0.952,0.024
retell,0.5,0.808,0.61
retention,0.344,0.49,0.558
retentive,0.438,0.482,0.49
retentively,0.428,0.214,0.708
retentiveness,0.834,0.188,0.76
retest,0.5,0.778,0.834
retexture,0.834,0.834,0.702
rethink,0.48,0.422,0.582
rethread,0.536,0.834,0.57
reticence,0.332,0.02,0.388
reticent,0.396,0.518,0.5
reticently,0.332,0.094,0.25
reticular,0.5,0.57,0.618
reticulate,0.524,0.444,0.548
reticulated,0.5,0.5,0.5
reticulation,0.5,0.462,0.69
reticule,0.5,0.204,0.478
reticulum,0.5,0.462,0.5
retighten,0.708,0.812,0.666
retina,0.49,0.254,0.342
retinal,0.53,0.342,0.474
retinoid,0.518,0.166,0.5
retinol,0.834,0.5,0.52
retire,0.398,0.392,0.186
retired,0.27,0.258,0.3
retiree,0.666,0.166,0.332
retirement,0.25,0.324,0.254
retirement-fund,0.69,0.522,0.704
retirement-home,0.48,0.414,0.564
retirement-plan,0.534,0.408,0.434
retold,0.458,0.384,0.352
retook,0.5,0.666,0.812
retool,0.808,0.814,0.796
retort,0.416,0.52,0.48
retouch,0.814,0.834,0.574
retrace,0.25,0.482,0.316
retraceable,0.642,0.208,0.648
retract,0.316,0.442,0.358
retractable,0.5,0.814,0.63
retraction,0.312,0.49,0.426
retractor,0.354,0.59,0.556
retrain,0.77,0.814,0.728
retransfer,0.332,0.834,0.728
retransformation,0.524,0.75,0.648
retranslate,0.5,0.814,0.79
retranslation,0.5,0.76,0.738
retransmission,0.556,0.834,0.69
retransmit,0.542,0.812,0.77
retread,0.332,0.834,0.314
retreat,0.5,0.518,0.312
retreater,0.166,0.166,0.018
retreatment,0.184,0.432,0.27
retrench,0.166,0.834,0.61
retrenchment,0.23,0.65,0.384
retrial,0.5,0.576,0.592
retribution,0.624,0.49,0.708
retributive,0.036,0.834,0.928
retributively,0.166,0.834,0.906
retrievable,0.834,0.642,0.738
retrievably,0.79,0.404,0.542
retrieval,0.7,0.44,0.704
retrieve,0.74,0.576,0.704
retriever,0.458,0.5,0.464
retro,0.65,0.276,0.32
retroact,0.432,0.762,0.722
